,description,number_rates,rating,price,url
157,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Marvel® Avengers Kids Gummy Multivitamin, Natural Grape, Orange &amp; Cherry Flavored, Supports Immune Health &amp; More, 180 Gummies</span>",68,4.5,13.49,https://www.amazon.com/Natures-Bounty-Avengers-Multivitamin-Flavored/dp/B09SK97784/ref=sr_1_134?keywords=multivitamin+for+kids&qid=1675456078&sr=8-134
158,"<span class=""a-size-base-plus a-color-base a-text-normal"">Bluebonnet Nutrition Rainforest Animalz Whole Food Based Multiple Chewable Tablet, Kids Multivitamin &amp; Mineral, Vitamin C, D3, Iron, Gluten Free, Milk Free, Kosher, 180 Chewable Tablets, Cherry Flavor</span>",78,4.3,31.00,https://www.amazon.com/Bluebonnet-Nutrition-Rainforest-Multiple-Multivitamin/dp/B0064O9ZH0/ref=sr_1_135?keywords=multivitamin+for+kids&qid=1675456078&sr=8-135
159,"<span class=""a-size-base-plus a-color-base a-text-normal"">Organic Kids Multivitamin Gummies [USDA Yummy Children Vitamins Gummy] with Vitamin C, D, A, B, and Zinc for Immunity, Growth, Brain, Energy, Vegetarian, Gluten Free, 60 Chews</span>",36,4.4,14.97,https://www.amazon.com/Multivitamin-Children-Vitamins-Immunity-Vegetarian/dp/B09LVLPFXV/ref=sr_1_136?keywords=multivitamin+for+kids&qid=1675456078&sr=8-136
160,"<span class=""a-size-base-plus a-color-base a-text-normal"">LIQUIDHEALTH 16 Oz Kids Liquid Multivitamin Complete Multiple for Children, Toddlers - Essential Vitamins &amp; Minerals Supplement, Immune Support, Gluten Free, Non GMO, Prebiotic Fiber</span>",105,4.4,33.95,https://www.amazon.com/LIQUIDHEALTH-Multivitamin-Complete-Multiple-Children/dp/B0033L8N8Y/ref=sr_1_137?keywords=multivitamin+for+kids&qid=1675456078&sr=8-137
161,"<span class=""a-size-base-plus a-color-base a-text-normal"">ORPHIC NUTRITION Multivitamin Gummies for Kids - Daily Immune System Support with Essential Vitamins A, C, D, E, ​B6, B12​* - Complete Kids Vitamins for Overall Health* - Gluten-Free* - 60 Gummies</span>",37,4.0,13.99,https://www.amazon.com/Multivitamin-Gummies-Kids-Preservatives-Gluten-Free/dp/B089DLYBMK/ref=sr_1_138?keywords=multivitamin+for+kids&qid=1675456078&sr=8-138
162,"<span class=""a-size-base-plus a-color-base a-text-normal"">Vegetarian Kids Multivitamin Gummies by Feel Great Vitamin Co. | Plant Based Fruit Pectin Vitamins for Kids | Supports Growth of Bones &amp; Muscles, Supports The Immune System with Zinc. | 45 Day Supply</span>",603,4.6,22.97,https://www.amazon.com/Multivitamin-Feel-Great-365-Multivitamins/dp/B07NBHG1TZ/ref=sr_1_139?keywords=multivitamin+for+kids&qid=1675456078&sr=8-139
163,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Non-GMO, 180 Gummies</span>",46,4.5,12.49,https://www.amazon.com/Natures-Bounty-Multivitamin-Strawberry-Raspberry/dp/B09SK5NCTC/ref=sr_1_140?keywords=multivitamin+for+kids&qid=1675456078&sr=8-140
164,"<span class=""a-size-base-plus a-color-base a-text-normal"">Amazon Brand - Solimo Adult Multivitamin, 150 Gummies, 75-Day Supply</span>","13,732",4.5,5.76,https://www.amazon.com/Amazon-Brand-Solimo-Multivitamin-Gummies/dp/B07JGW2JKF/ref=sr_1_141?keywords=multivitamin+for+kids&qid=1675456078&sr=8-141
165,"<span class=""a-size-base-plus a-color-base a-text-normal"">Maxi Health Teen Multivitamin – Natural Vitamins for Teenage Boys Ages 12-17 – Enhances Development and Immune Health - Best Kosher Supplement for Teenagers – 60 Count (120, Girls)</span>","3,080",4.6,17.95,https://www.amazon.com/Maxi-Health-Teen-Supreme-Multivitamins/dp/B002CVTYV6/ref=sr_1_142?keywords=multivitamin+for+kids&qid=1675456078&sr=8-142
166,"<span class=""a-size-base-plus a-color-base a-text-normal"">Zarbee's Elderberry Gummies for Kids with Vitamin C, Zinc &amp; Elderberry, Daily Childrens Immune Support Vitamins Gummy for Children Ages 2 and Up, Natural Berry Flavor, 70 Count</span>","4,099",4.7,25.47,https://www.amazon.com/Zarbees-Naturals-Childrens-Elderberry-Support/dp/B0973V3MX9/ref=sr_1_143?keywords=multivitamin+for+kids&qid=1675456078&sr=8-143
167,"<span class=""a-size-base-plus a-color-base a-text-normal"">Garden of Life Kids Organic Vitamin D3 Gummies with 800 IU (100% Daily Value) for Strong Bones, Teeth, Brain &amp; Immunity – Non-GMO, No Gluten, Vegetarian, Sugar Free, Orange Flavor, 60 Servings</span>","1,918",4.7,15.99,https://www.amazon.com/Garden-Life-Organic-Vitamin-Gummies/dp/B07TP6DL82/ref=sr_1_144?keywords=multivitamin+for+kids&qid=1675456078&sr=8-144
168,"<span class=""a-size-base-plus a-color-base a-text-normal"">Dippin' Dots - Multivitamin Gummies for Kids (90 Count) | Rainbow Fruit Flavor Complete Multivitamin Chewy Gummies | Premium Blend with Vitamin A, B, C, D3, E, B6, Zinc and More | Vegetarian Non GMO</span>",337,4.5,9.99,https://www.amazon.com/Dippin-Dots-Multivitamin-Complete-Vegetarian/dp/B08K1M1F56/ref=sr_1_145?keywords=multivitamin+for+kids&qid=1675456078&sr=8-145
169,"<span class=""a-size-base-plus a-color-base a-text-normal"">Go Healthy Liquid Multivitamin for Kids, Vegan Immune Support Supplement, Organic Folate, Vitamins &amp; Minerals 32 Servings</span>",369,4.5,32.99,https://www.amazon.com/Go-Healthy-Natural-Multivitamin-Organic/dp/B07MC1WQNF/ref=sr_1_146?keywords=multivitamin+for+kids&qid=1675456078&sr=8-146
170,"<span class=""a-size-base-plus a-color-base a-text-normal"">Zaytun Halal Vitamins for Kids Multivitamin Gummies, Naturally Sourced Vitamin A, C, D, E, B6, B12, Biotin, Supports Healthy Growth &amp; Brain Development, Non-GMO, 90 Vegetarian Gummies, Made in USA</span>",201,4.7,16.99,https://www.amazon.com/Zaytun-Vitamins-Multivitamin-Essential-Certified/dp/B08JK2ZB3H/ref=sr_1_147?keywords=multivitamin+for+kids&qid=1675456078&sr=8-147
171,"<span class=""a-size-base-plus a-color-base a-text-normal"">MaryRuth's Kids Immune Support Gummies | USDA Organic | Vitamin C, Zinc, and Elderberry Gummies | Immune Support for Kids Ages 4+ | Vegan | Non-GMO | Gluten Free | 60 Count</span>","5,179",4.7,25.95,https://www.amazon.com/MaryRuths-Support-Gummies-Organic-Elderberry/dp/B09D9WNNHH/ref=sr_1_148?keywords=multivitamin+for+kids&qid=1675456078&sr=8-148
172,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kids Multi + Probiotic Yum Berry Punch Vitamin Gummies (160 ct.)</span>",3,5.0,19.88,https://www.amazon.com/OLLY-Multi-Probiotic-Vitamins-Gummies/dp/B085TLLR74/ref=sr_1_149?keywords=multivitamin+for+kids&qid=1675456078&sr=8-149
173,"<span class=""a-size-base-plus a-color-base a-text-normal"">VitaWorks Kids Multivitamin with Iron &amp; Minerals Chewable Tablets - Tasty Natural Fruit Flavor - Vegetarian, GMO-Free, Nut Free - Dietary Supplement - Digestive Support for Children - 120 Chewables</span>",26,4.6,9.99,https://www.amazon.com/VitaWorks-Multivitamin-Minerals-Chewable-Tablets/dp/B0BMJTC3YY/ref=sr_1_150?keywords=multivitamin+for+kids&qid=1675456078&sr=8-150
174,"<span class=""a-size-base-plus a-color-base a-text-normal"">Natvites Multivitamin &amp; Multimineral Pectin Gummies for Kids, 120Count</span>",356,4.3,12.07,https://www.amazon.com/Natvites-Multivitamin-Multimineral-Pectin-Gummies/dp/B07GVJMLH2/ref=sr_1_151?keywords=multivitamin+for+kids&qid=1675456078&sr=8-151
175,"<span class=""a-size-base-plus a-color-base a-text-normal"">Lifeable Sugar Free Multivitamin for Kids – Great Tasting Natural Flavor Gummy Supplement – with Vitamins A, C, D, E, Niacin, B6, Folate, B12, Biotin, Pantothenic Acid, Iodine, Zinc, – 90 Gummies</span>",196,4.2,18.49,https://www.amazon.com/VitaWorks-Sugar-Free-Multivitamin-Kids/dp/B08BW3DF9C/ref=sr_1_152?keywords=multivitamin+for+kids&qid=1675456078&sr=8-152
176,"<span class=""a-size-base-plus a-color-base a-text-normal"">Garden of Life Kids Multivitamin Powder, Daily Vitamins and Minerals for Toddlers &amp; Kids - Organic Toddler Multi Powder with 15 Vitamin C, D3, Zinc for Healthy Growth - Gluten Free - 30 Day Supply</span>",695,3.7,14.94,https://www.amazon.com/Garden-Life-Multivitamin-Vitamins-Essential/dp/B07TKYYCVF/ref=sr_1_153_mod_primary_new?keywords=multivitamin+for+kids&qid=1675456078&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-153
177,"<span class=""a-size-base-plus a-color-base a-text-normal"">MaryRuth's Kids Multivitamin Gummies + Kids Magnesium Calm Gummies Bundle | 2 Month Supply | Sugar Free | Kids Immune Support &amp; Development | Kids Muscle, Nerve &amp; Gut Health | 60 Count</span>",8,4.7,36.95,https://www.amazon.com/MaryRuths-Multivitamin-Gummies-Magnesium-Development/dp/B0BB8G8BRD/ref=sr_1_154?keywords=multivitamin+for+kids&qid=1675456078&sr=8-154
178,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kids Multivitamin Support Sour Fruit Punch Gummy Worms, No Artificial Flavors, 70 Each (Pack of 1)</span>",5,5.0,none,https://www.amazon.com/OLLY-Multivitamin-Support-Artificial-Flavors/dp/B0B9HNTRXD/ref=sr_1_155?keywords=multivitamin+for+kids&qid=1675456078&sr=8-155
179,"<span class=""a-size-base-plus a-color-base a-text-normal"">Amanah Children’s Multivitamin Gummy - 120 Count - Halal Vitamins - 2 Month Supply</span>",674,4.7,18.99,https://www.amazon.com/AMANAH-VITAMINS-Childrens-Multivitamin-Gummies/dp/B01M66AXVK/ref=sr_1_156?keywords=multivitamin+for+kids&qid=1675456078&sr=8-156
180,"<span class=""a-size-base-plus a-color-base a-text-normal"">Centrum Kids Multivitamin Gummies, Tropical Punch Flavor Made with Natural Flavors, 150 Count, 150 Day Supply (Pack of 1)</span>","(1,240)",4.7,14.28,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A004100630XRPN7K9IQO1&qualifier=1675456097&id=1023673203592923&widgetName=sp_atf_next&url=%2FCentrum-Multivitamin-Gummies-Tropical-Natural%2Fdp%2FB0B6WQ7NK8%2Fref%3Dice_ac_b_dpb_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-145-spons%26psc%3D1
181,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Marvel® Avengers Kids Gummy Multivitamin, Natural Grape, Orange &amp; Cherry Flavored, Supports Immune Health &amp; More, 60 Gummies</span>",(37),4.7,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A03340933S9WHLVIJHIKN&qualifier=1675456097&id=1023673203592923&widgetName=sp_atf_next&url=%2FNatures-Bounty-Avengers-Multivitamin-Flavored%2Fdp%2FB09SKGKTGM%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-146-spons%26psc%3D1
182,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 60 Gummies</span>",(35),4.6,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A03344053RTVJOYPFFD0Z&qualifier=1675456097&id=1023673203592923&widgetName=sp_atf_next&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGJVG2%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-147-spons%26psc%3D1
183,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 180 Gummies</span>",(131),4.7,8.96,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A033508536FK4X7F51Z4N&qualifier=1675456097&id=1023673203592923&widgetName=sp_atf_next&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SK3PN99%2Fref%3Dsr_1_148_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-148-spons%26psc%3D1
184,"<span class=""a-size-base-plus a-color-base a-text-normal"">Flintstones SuperBeans, Kids Multivitamin with Immunity Support with Vitamins A, D, Iodine &amp; Zinc to Support Healthy Growth, Fruit Flavored, Vegetarian, Jelly Bean Chews, 90 Count (Packaging may vary)</span>","(1,779)",4.6,9.97,https://www.amazon.com/Flintstones-SuperBeans-Multivitamin-Vitamins-Development/dp/B08X8FSL6C/ref=sr_1_149?keywords=multivitamin+for+kids&qid=1675456097&sr=8-149
185,"<span class=""a-size-base-plus a-color-base a-text-normal"">Garden of Life Kids Immune Support Gummies with Vitamin C, D as D3 &amp; Zinc for 3-in-1 Daily Children’s Immunity – Organic, Non-GMO, Gluten-Free, Vegetarian, Sugar Free, Cherry Flavor, 30 Day Supply</span>","(1,643)",4.7,24.94,https://www.amazon.com/Garden-Life-Immune-Cherry-Flavor/dp/B07TR64MJH/ref=sr_1_150?keywords=multivitamin+for+kids&qid=1675456097&sr=8-150
186,"<span class=""a-size-base-plus a-color-base a-text-normal"">Squiggles Kids Multivitamin + Iron Gummies 100ct. | All-Natural, Low Sugar, and Super Yummy | Broad Spectrum of Vitamins and Minerals with a Boost of Iron.</span>","(1,653)",4.1,34.95,https://www.amazon.com/Multivitamin-Squiggles-All-Natural-Spectrum-Vitamins/dp/B07J1YC8B9/ref=sr_1_151?keywords=multivitamin+for+kids&qid=1675456097&sr=8-151
187,"<span class=""a-size-base-plus a-color-base a-text-normal"">Gerber Grow Mighty Kids Multivitamin Gummies, 60 Count</span>","(2,052)",4.5,8.49,https://www.amazon.com/Gerber-Mighty-Complete-Gummy-Multivitamin/dp/B083K1JGM1/ref=sr_1_152_f3_0o_fs?keywords=multivitamin+for+kids&qid=1675456097&sr=8-152
188,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Source of Life Children's Liquid Multivitamin - Tropical Berry Flavor - 30 fl oz - Whole Food Supplement - Vegetarian, Gluten-Free - 60 Servings</span>",(625),4.5,26.67,https://www.amazon.com/NaturesPlus-Animal-Parade-Childrens-Multivitamin/dp/B0007WLV04/ref=sr_1_153?keywords=multivitamin+for+kids&qid=1675456097&sr=8-153
189,"<span class=""a-size-base-plus a-color-base a-text-normal"">Sundown Kids Disney and Pixar Toy Story 4 Multivitamin Gummies, Vitamins A, C, D, E, Gluten-Free, Dairy-Free, Peanut-Free, 180 Count</span>","(8,537)",4.7,27.00,https://www.amazon.com/Multivitamin-Vitamins-Gluten-Free-Dairy-Free-Peanut-Free/dp/B07RWVQN2C/ref=sr_1_154?keywords=multivitamin+for+kids&qid=1675456097&sr=8-154
190,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Gold Children's Multivitamin - Assorted Cherry, Orange &amp; Grape Flavors - 120 Chewable Animal-Shaped Tablets - Vegetarian, Gluten Free - 60 Servings</span>","(1,499)",4.6,28.65,https://www.amazon.com/Natures-Plus-Animal-Gold-Childrens-Multi-Vitamin/dp/B00553PALQ/ref=sr_1_155?keywords=multivitamin+for+kids&qid=1675456097&sr=8-155
191,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® and Pixar® The Incredibles Kids Gummy Multi Vitamin, 180 Gummies</span>",(52),4.4,12.49,https://www.amazon.com/Natures-Bounty-Disney%C2%AE-Incredibles-Vitamin/dp/B09SKB955K/ref=sr_1_156?keywords=multivitamin+for+kids&qid=1675456097&sr=8-156
192,"<span class=""a-size-base-plus a-color-base a-text-normal"">ChildLife Essentials Vitamin D3 - Vitamin D Drops for Kids, Supports Immune, Respiratory, Heart, &amp; Bone Health, All-Natural, Gluten-Free, Non-GMO, 500 IU (12.5 mg) - Natural Berry Flavor, 1 Fl. Oz Bottle (Pack of 3)</span>","(2,555)",4.8,20.19,https://www.amazon.com/ChildLife-Essentials-Vitamin-Respiratory-All-Natural/dp/B00THPID80/ref=sr_1_157?keywords=multivitamin+for+kids&qid=1675456097&sr=8-157
193,"<span class=""a-size-base-plus a-color-base a-text-normal"">USDA Organic Kids multivitamins 30-60 Day Supply, Daily Kids Multivitamin Gummies with Vitamin C, D, A, E, B6, B12, Biotin, Zinc. Organic Kids Vitamins for Immune Support and Overall Health. 60 Count</span>",(105),4.4,11.89,https://www.amazon.com/Organic-OrganicBolt-Gluten-Free-Multivitamin-Development/dp/B097XJBLC1/ref=sr_1_158?keywords=multivitamin+for+kids&qid=1675456097&sr=8-158
194,"<span class=""a-size-base-plus a-color-base a-text-normal"">Go Healthy Multivitamin Gummies for Kids, Vegetarian, Non-GMO, Gluten Free, Kosher &amp; Halal - 30 Servings</span>",(469),4.4,15.99,https://www.amazon.com/Go-Healthy-Natural-Multivitamin-Vegetarian/dp/B07217Z28D/ref=sr_1_159?keywords=multivitamin+for+kids&qid=1675456097&sr=8-159
195,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Childrens Vita-Gels - 90 Easy to Swallow Softgels - Natural Orange Flavor - Childrens Multivitamin &amp; Mineral Supplement for Health, Energy - Gluten-Free - 90 Servings</span>",(177),4.5,20.95,https://www.amazon.com/Natures-Plus-Childrens-Vita-Gels-Natural/dp/B00028MVSE/ref=sr_1_160?keywords=multivitamin+for+kids&qid=1675456097&sr=8-160
196,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Chewable Multivitamin - 180 Animal-Shaped Tablets - Natural Assorted Flavors - Vegetarian, Gluten Free - 90 Servings</span>","(1,996)",4.6,25.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00366322HE4VFF4PULTL&qualifier=1675456097&id=1023673203592923&widgetName=sp_mtf&url=%2FNaturesPlus-Animal-Childrens-Chewable-Multivitamin%2Fdp%2FB00012NGZI%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-161-spons%26psc%3D1%26smid%3DA32GOXAC8X4KTS
197,"<span class=""a-size-base-plus a-color-base a-text-normal"">CHILDLIFE ESSENTIALS, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange &amp; Mango Flavor, 8 Fl Oz Bottle</span>","(2,995)",4.6,14.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A03676721KGTMQX5W2XLU&qualifier=1675456097&id=1023673203592923&widgetName=sp_mtf&url=%2FChildLife-Essentials-Vitamin-Mineral-Natural%2Fdp%2FB001E123JA%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-162-spons%26psc%3D1
198,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Non-GMO, 60 Gummies</span>",(32),4.5,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0334561315X5PM9XEN1L&qualifier=1675456097&id=1023673203592923&widgetName=sp_mtf&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGMHH6%2Fref%3Dsr_1_163_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-163-spons%26psc%3D1
199,"<span class=""a-size-base-plus a-color-base a-text-normal"">Pure Encapsulations Junior Nutrients | Multivitamin and Mineral Supplement Without Iron for Children Ages 4 and Up* | 120 Capsules</span>",(542),4.6,26.60,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A05796262EM3IV8WKJIB6&qualifier=1675456097&id=1023673203592923&widgetName=sp_mtf&url=%2FPure-Encapsulations-Nutrients-Hypoallergenic-Multivitamin%2Fdp%2FB004GY94BW%2Fref%3Dsr_1_164_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-164-spons%26psc%3D1%26smid%3DA2EJCTH67GJMT3
200,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nommy Bears MULTIVITAMIN Gelatin-Free Gummies: for Kids, Children, Teens, Nom Nom Yummy, 5 Delicious Flavors, 11 Essentials, Gluten-Free, Halal Certified, Mommy Approved, Bear Shapes, Vegetarian</span>",(642),4.7,19.50,https://www.amazon.com/Multivitamin-Vegetarian-Vitamins-Gluten-Free-Dairy-Free/dp/B06Y1JPLLS/ref=sr_1_165?keywords=multivitamin+for+kids&qid=1675456097&sr=8-165
201,"<span class=""a-size-base-plus a-color-base a-text-normal"">Vitamin C Gummies for Kids by MaryRuth's | USDA Organic | Great Tasting Plant-Based Formula Supports Immune Function &amp; Overall Health for Kids Ages 4+ | Vegan | Gluten Free | Non-GMO | 60 Count</span>","(5,534)",4.6,21.95,https://www.amazon.com/Vitamin-MaryRuths-Plant-Based-Supports-Function/dp/B0B9V1NY5J/ref=sr_1_166?keywords=multivitamin+for+kids&qid=1675456097&sr=8-166
202,"<span class=""a-size-base-plus a-color-base a-text-normal"">Rainbow Light Kid’s Multivitamin Gummies Plus Brain and Eye Support with Lutein to Protect Against Blue Light, Blueberry Flavor - 120 Gummies*</span>",(161),4.0,14.27,https://www.amazon.com/Rainbow-Light-Multivitamin-Gummies-Blueberry/dp/B08KTQYTCX/ref=sr_1_167?keywords=multivitamin+for+kids&qid=1675456097&sr=8-167
203,"<span class=""a-size-base-plus a-color-base a-text-normal"">Herbaland Vegan Multivitamins Gummies for Kids - 13 Essential Vitamins &amp; Minerals, Vitamin A, C, D3, E, B6, B12, Zinc, Sugar-Free, Gluten-Free, Chewable for Toddlers - Organic Fruit Flavor, 90 Count</span>",(205),4.5,11.79,https://www.amazon.com/HERBALAND-Kids-Multivitamin-Gummy-Count/dp/B076FGF7TY/ref=sr_1_168?keywords=multivitamin+for+kids&qid=1675456097&sr=8-168
204,"<span class=""a-size-base-plus a-color-base a-text-normal"">Bluebonnet Nutrition Rainforest Animalz Whole Food Based Multiple Chewable Tablets, Kids Multivitamin &amp; Mineral, Vitamin C, D3, Iron, Gluten Free, Milk Free, Kosher, 90 Chewable Tablets, Mixed Flavors</span>",(339),4.5,16.40,https://www.amazon.com/Bluebonnet-Nutrition-Rainforest-Multiple-Multivitamin/dp/B004WP2MFU/ref=sr_1_169?keywords=multivitamin+for+kids&qid=1675456097&sr=8-169
205,"<span class=""a-size-base-plus a-color-base a-text-normal"">Aden Wellness Multivitamin Gummies for Kids - Children's Low Sugar Daily Supplement with Vitamins A, B, C, D &amp; E, Zinc, Iodine - Kids Vitamins for Supporting Immune Function, Energy Levels - 60 Chews</span>",(24),4.3,10.93,https://www.amazon.com/Aden-Wellness-Multivitamin-Gummies-Kids/dp/B0BKLGKFHY/ref=sr_1_170?keywords=multivitamin+for+kids&qid=1675456097&sr=8-170
206,"<span class=""a-size-base-plus a-color-base a-text-normal"">GNC milestones Teen Multivitamin for Boys 12-17, Supports Energy, Muscle, Skin Immunity, 60 Servings</span>","(2,751)",4.5,19.99,https://www.amazon.com/GNC-milestones-Multivitamin-Supports-Immunity/dp/B001KYU2D0/ref=sr_1_171?keywords=multivitamin+for+kids&qid=1675456097&sr=8-171
207,"<span class=""a-size-base-plus a-color-base a-text-normal"">GNC milestones Kids Multi Gummy - 120 Gummies</span>",(110),4.5,14.99,https://www.amazon.com/GNC-milestones-Kids-Multi-Gummy/dp/B092HJSP38/ref=sr_1_172?keywords=multivitamin+for+kids&qid=1675456097&sr=8-172
208,"<span class=""a-size-base-plus a-color-base a-text-normal"">Children's Multivitamin | 180 Chewables | Berry Flavor Tablets | Non-GMO, Gluten Free Kids Supplement | by Carlyle</span>",(77),4.2,14.99,https://www.amazon.com/Carlyle-Childrens-Multivitamin-Chewables-Supplement/dp/B08VN3ZHR9/ref=sr_1_173?keywords=multivitamin+for+kids&qid=1675456097&sr=8-173
209,"<span class=""a-size-base-plus a-color-base a-text-normal"">VitaWorks Kids Multivitamin &amp; Minerals Jelly Beans - Tasty Natural Fruit Flavor - Vegetarian, GMO-Free, Nut Free - Dietary Supplement - Complete Body Health for Children - 60 Jellies</span>",(25),4.6,9.99,https://www.amazon.com/VitaWorks-Multivitamin-Minerals-Jelly-Beans/dp/B0BPZKZXQP/ref=sr_1_174?keywords=multivitamin+for+kids&qid=1675456097&sr=8-174
210,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies &amp; Kids Probiotic USDA Organic Gummies Bundle by MaryRuth's | Kids Immune Support | Kids Digestive &amp; Gut Health Supplement</span>",(236),4.7,46.95,https://www.amazon.com/Multivitamin-Probiotic-MaryRuths-Digestive-Supplement/dp/B09NDSPD3W/ref=sr_1_175?keywords=multivitamin+for+kids&qid=1675456097&sr=8-175
211,"<span class=""a-size-base-plus a-color-base a-text-normal"">Goli Kids Multivitamin Gummy - 80 Count - All 13 Essential Vitamins &amp; Key Minerals - Kosher, Gluten-Free, Vegan, and Non-GMO.</span>",(169),3.9,18.98,https://www.amazon.com/Goli-Kids-Multivitamin-Gummy-Gluten-Free/dp/B0B83RYKNN/ref=sr_1_176?keywords=multivitamin+for+kids&qid=1675456097&sr=8-176
212,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kid's Multivitamin + Probiotic Gummy, Vitamins A, C, D, E, B, Zinc, Digestive Support, Chewable Supplement, Berry Flavor, 60 Day Supply - 120 Count Pouch</span>","(13,553)",4.7,21.59,https://www.amazon.com/gp/bestsellers/hpc/3765511/ref=sr_bs_32_3765511_1
213,"<span class=""a-size-base-plus a-color-base a-text-normal"">N1N Premium Super Fruits &amp; Veggies Supplement [180 Caps, Whole Food &amp; All Natural] Superfoods for Women, Men and Kids - Packed with Vitamins &amp; Minerals, Better Than Multivitamins, 100% Vegan, Non-GMO</span>",(19),3.6,39.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A088436129VEKJMA2HSGU&qualifier=1675456097&id=1023673203592923&widgetName=sp_mtf&url=%2FPremium-Veggies-Supplement-Natural-Superfoods%2Fdp%2FB0BPH868DX%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456097%26sr%3D8-178-spons%26psc%3D1
